error_type,document_id,batch_code,transmitted_at,message_id,file_path,document_contractor_code,document_contractor_name,candidate_id,warehouse_code,warehouse_name,item_id,item_code,item_name,candidate_contractor_code,candidate_contractor_name,quantity_type,order_quantity,search_code,candidate_ordering_code_db,sent_order_cd_in_generated_logic,master_order_cd_is_used_for_ordering,fallback_jan_cd,fallback_other_piece_cd,recommended_correct_order_cd
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,110,3,坂井店,131330,131330,　ニッカ　ブラックニッカクリアブレンド　４Ｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4904230027577,4904230027577,4904230027577,4904230027577,4904230103844,0000001311174,4904230027577
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,112,3,坂井店,132143,132143,　ジェムソン　７００ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,5011007003005,5011007003005,5011007003005,5011007003005,5011007003005,0000001321432,5011007003005
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,114,3,坂井店,132417,132417,　メーカーズマーク　レッドトップ　７００ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,85246500576,0085246500576,0085246500576,0085246500576,,0000001324174,0085246500576
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,115,3,坂井店,142764,142764,　アサヒ　ザ・ビタリスト３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,12,4901004062499,4901004062499,4901004062499,4901004062499,4901004062451,0000001427646,4901004062499
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,117,3,坂井店,147044,147044,　アサヒ　スタイルフリー５００ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4901004005700,4901004005700,4901004005700,4901004005700,4901004005700,0000001470444,4901004005700
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,118,3,坂井店,147045,147045,　サントリー　ジョッキ生　３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,2,4901777217201,4901777217201,4901777217201,4901777217201,4901777217188,0000001470451,4901777217201
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,120,3,坂井店,147255,147255,　アサヒ　ザ・リッチ　３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,2,4901004059079,4901004059079,4901004059079,4901004059079,4901004050014,0000001472554,4901004059079
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,124,3,坂井店,161079,161079,　サントリー　ジャパニーズジン　翠　１．８Ｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4901777394087,4901777394087,4901777394087,4901777394087,4901777394087,0000001610796,4901777394087
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,125,3,坂井店,171119,171119,　アサヒ　濃醇梅酒パック　１．８Ｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4904230051206,4904230051206,4904230051206,4904230051206,4904230018964,0000001711196,4904230051206
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,127,3,坂井店,171755,171755,　サントリー　こだわり酒場のレモンサワーの素５００ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,2,4901777317475,4901777317475,4901777317475,4901777317475,4901777317475,0000001717556,4901777317475
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,129,3,坂井店,172077,172077,○ルジェ　クレーム　ド　カシス　７００ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,3104691012063,3104691012063,3104691012063,3104691012063,3104690020069,0000001720549,3104691012063
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,130,3,坂井店,172327,172327,　ルジェ　クレーム　ド　カシス　２００ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,3104691012209,3104691012209,3104691012209,3104691012209,3104691012209,0000001720556,3104691012209
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,138,3,坂井店,184050,184050,　ニッカ　シードル　スイート　２００ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4904230013846,4904230013846,4904230013846,4904230013846,4904230002987,0000001840506,4904230013846
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,139,3,坂井店,184077,184077,　サントリー　ＴＨＥ　ＰＥＥＬ　レモン　ＡＬＣ．５％　３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4901777432819,4901777432819,4901777432819,4901777432819,4901777432819,0000001840773,4901777432819
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,140,3,坂井店,184242,184242,　サントリー　角ハイボール缶　３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,2,4901777201439,4901777201439,4901777201439,4901777201439,4901777201439,0000001842425,4901777201439
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,143,3,坂井店,184433,184433,　アサヒ　贅沢搾り　桃３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4904230052326,4904230052326,4904230052326,4904230052326,4904230052326,0000001844337,4904230052326
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,149,3,坂井店,185099,185099,　サントリー　－１９６　レモン３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4901777435964,4901777435964,4901777435964,4901777435964,4901777435964,0000001850994,4901777435964
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,150,3,坂井店,185103,185103,　サントリー　－１９６　シャインマスカット３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,2,4901777435742,4901777435742,4901777435742,4901777435742,4901777435742,0000001851038,4901777435742
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,151,3,坂井店,185239,185239,　アサヒ　ジノン　ライム３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4904230075981,4904230075981,4904230075981,4904230075981,4904230074441,0000001852394,4904230075981
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,152,3,坂井店,185341,185341,　コカ・コーラ　檸檬堂　定番３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4902102157667,4902102157667,4902102157667,4902102157667,4902102130189,0000001853414,4902102157667
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,155,3,坂井店,185715,185715,　サントリー　こだわり酒場のレモンサワー　濃い旨３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,6,4901777375024,4901777375024,4901777375024,4901777375024,4901777374317,0000001857153,4901777375024
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,156,3,坂井店,185720,185720,×サントリー　翠ジンソーダ３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,4,4901777384248,4901777384248,4901777384248,4901777384248,4901777375703,0000001857207,4901777384248
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,157,3,坂井店,185982,185982,　サントリー　－１９６無糖　グレープフルーツ３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,2,4901777404786,4901777404786,4901777404786,4901777404786,4901777404786,0000001859829,4901777404786
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,158,3,坂井店,210125,210125,　アサヒシロップ　グレープフルーツ６００ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4901004072115,4901004072115,4901004072115,4901004072115,4901004072115,0000002101255,4901004072115
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,161,3,坂井店,211264,211264,　ウィルキンソン　タンサン５００ｍｌＰＥＴ,1106,カナカン(株)食品  福井営業所,CASE,4,4514603325812,4514603325812,4514603325812,4514603325812,4514603197310,0000002112640,4514603325812
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,162,3,坂井店,211402,211402,×ウィルキンソン　タンサン缶２５０ｍｌ,1106,カナカン(株)食品  福井営業所,CASE,3,4514603244106,4514603244106,4514603244106,4514603244106,4514603244113,0000002114026,4514603244106
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,163,3,坂井店,211710,211710,　サントリー　ＴＨＥ　ＳＴＲＯＮＧ　天然水スパークリング１Ｌ,1106,カナカン(株)食品  福井営業所,CASE,1,4901777364585,4901777364585,4901777364585,4901777364585,4901777364585,0000002117102,4901777364585
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,164,3,坂井店,211899,211899,　アサヒ　ゼロ　ノンアルコール３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,5,4904230073079,4904230073079,4904230073079,4904230073079,4904230073079,0000002118994,4904230073079
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,165,3,坂井店,212103,212103,　ハウスウコンの力１００ｍｌ,1106,カナカン(株)食品  福井営業所,CASE,1,4530503700016,4530503700016,4530503700016,4530503700016,4530503700016,0000002121031,4530503700016
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,170,3,坂井店,249474,249474,　ＭＤ　森の黒トリュフ塩ナッツミックス７０ｇ,1127,カナカン(株)菓子  福井営業所,CASE,1,4977856201829,4977856201829,4977856201829,4977856201829,4977856201829,0000002494746,4977856201829
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,171,3,坂井店,251005,251005,　サントリー　のんある気分　梅酒サワーテイスト　紀州梅３５０ｍｌ,1021,カナカン(株)酒類　福井営業所,CASE,1,4901777260825,4901777260825,4901777260825,4901777260825,4901777245099,0000002510057,4901777260825
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,172,3,坂井店,261044,261044,　ＱＢＢ　スモークチーズ２５０ｇ,1126,カナカン(株)日配  福井営業所,CASE,1,4903308001402,4903308001402,4903308001402,4903308001402,4903308001402,0000002610443,4903308001402
OK,42,20260506122853003,2026-05-06 14:01:36,put_69facb2f23bbe_20260506140135@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506123052.dat,1106,カナカン(株)食品  福井営業所,173,3,坂井店,261160,261160,　ＱＢＢ　プレミアムベビーチーズ　ゴルゴンゾーラ入り９０ｇ,1126,カナカン(株)日配  福井営業所,CASE,1,4903308060119,4903308060119,4903308060119,4903308060119,4903308039078,0000002611600,4903308060119
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,95,3,坂井店,112194,112194,　一本義　山田錦１．８Ｌ,1202,国分中部㈱第二支社 福井支店,CASE,1,4973092006167,4973092006167,4973092006167,4973092006167,4973092006167,0000001121940,4973092006167
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,96,3,坂井店,112956,112956,　一本義　辛口純米酒１．８Ｌ,1202,国分中部㈱第二支社 福井支店,CASE,1,4973092111212,4973092111212,4973092111212,4973092111212,4973092009908,0000001129564,4973092111212
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,97,3,坂井店,115013,115013,　一本義　辛口クラシック　パック１．８Ｌ（旧金印）,1202,国分中部㈱第二支社 福井支店,CASE,3,4973092111151,4973092111151,4973092111151,4973092111151,4973092005023,0000001150094,4973092111151
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,100,3,坂井店,121124,121124,　３５°ホワイトタカラ４Ｌ,1202,国分中部㈱第二支社 福井支店,CASE,1,4904670022477,4904670022477,4904670022477,4904670022477,4904670022477,0000001211245,4904670022477
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,101,3,坂井店,122140,122140,　２５°キンミヤ焼酎　パック１．８Ｌ,1202,国分中部㈱第二支社 福井支店,CASE,1,4977991318215,4977991318215,4977991318215,4977991318215,4977991318215,0000001221404,4977991318215
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,102,3,坂井店,122336,122336,　２５°田苑　麦　ゴールド７２０ｍｌ,1202,国分中部㈱第二支社 福井支店,CASE,1,4966761001662,4966761001662,4966761001662,4966761001662,4966761001662,0000001223361,4966761001662
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,103,3,坂井店,122359,122359,　２０°鍛高譚（しそ）７２０ｍｌ,1202,国分中部㈱第二支社 福井支店,CASE,1,4971980196655,4971980196655,4971980196655,4971980196655,4971980173304,0000001223590,4971980196655
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,109,3,坂井店,122974,122974,　２５°ダバダ火振７２０ｍｌ（栗）,1202,国分中部㈱第二支社 福井支店,CASE,1,4944230100030,4944230100030,4944230100030,4944230100030,4944230100030,0000001229745,4944230100030
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,121,3,坂井店,149757,149757,　ＡＢインベブ　コロナ　エキストラ　缶３３０ｍｌ,1202,国分中部㈱第二支社 福井支店,CASE,1,6915878224233,6915878224233,6915878224233,6915878224233,6915878224233,0000001497571,6915878224233
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,136,3,坂井店,181258,181258,　サッポロ　濃いめのレモンサワー重ね檸檬３５０ｍｌ,1202,国分中部㈱第二支社 福井支店,CASE,2,4901880213695,4901880213695,4901880213695,4901880213695,4901880213671,0000001812589,4901880213695
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,146,3,坂井店,184832,184832,　タカラ　焼酎ハイボール　ラムネ　３５０ｍｌ,1202,国分中部㈱第二支社 福井支店,CASE,1,4904670478120,4904670478120,4904670478120,4904670478120,4904670478120,0000001848328,4904670478120
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,154,3,坂井店,185552,185552,　サッポロ　濃いめのレモンサワー　３５０ｍｌ缶,1202,国分中部㈱第二支社 福井支店,CASE,2,4901880201395,4901880201395,4901880201395,4901880201395,4901880201371,0000001855524,4901880201395
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,160,3,坂井店,211057,211057,　ハタ鉱泉よいこの泡びぃー３３０ｍｌ,1202,国分中部㈱第二支社 福井支店,CASE,1,4902494050126,4902494050126,4902494050126,4902494050126,4902494050126,0000002110578,4902494050126
OK,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,167,3,坂井店,242312,242312,　缶つま　北海道産　鶏ぼんじり直火焼４０ｇ,1202,国分中部㈱第二支社 福井支店,CASE,1,4901592916464,4901592916464,4901592916464,4901592916464,4901592916464,0000002423128,4901592916464
SENT_DIFFERS_FROM_MASTER_ORDER_CD,41,20260506122853003,2026-05-06 14:01:39,put_69facb322cda5_20260506140138@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506123051.dat,1202,国分中部㈱第二支社 福井支店,177,3,坂井店,1004008,100004,高畠　嘉スパークリング,1202,国分中部㈱第二支社 福井支店,CASE,1,4920205210942,4920205210942,4920205210942,0000001000047,4920205210942,0000001000047,0000001000047
OK,40,20260506121545011,2026-05-06 14:01:42,put_69facb3577d34_20260506140141@lw-hana.co.jp,jx-orders/2026-05-06/1202_order_20260506121946.dat,1202,国分中部㈱第二支社 福井支店,89,11,越前店,248437,248437,　だし麺　北海道産甘海老だし　味噌らーめん１０８ｇ,1202,国分中部㈱第二支社 福井支店,CASE,1,4901592928368,4901592928368,4901592928368,4901592928368,4901592928368,0000002484372,4901592928368
OK,32,20260506120534091,2026-05-06 14:02:07,put_69facb4e3b1a1_20260506140206@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506121509.dat,1106,カナカン(株)食品  福井営業所,84,91,華むすびの蔵センター,215093,215093,　ハイピースおいしい田舎の越前茶３３０ｍｌ,1106,カナカン(株)食品  福井営業所,CASE,8,4940031303397,4940031303397,4940031303397,4940031303397,4940031303397,0000002150932,4940031303397
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,31,20260506120534091,2026-05-06 14:02:10,put_69facb51ccfc6_20260506140209@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506121256.dat,1106,カナカン(株)食品  福井営業所,80,91,華むすびの蔵センター,211076,211076,　アサヒ　三ツ矢サイダー缶２５０ｍｌ,1106,カナカン(株)食品  福井営業所,CASE,4,4901004264411,,,4514603217612,4901004264411,0000002110769,4514603217612
OK,31,20260506120534091,2026-05-06 14:02:10,put_69facb51ccfc6_20260506140209@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506121256.dat,1106,カナカン(株)食品  福井営業所,81,91,華むすびの蔵センター,216077,216077,　ペリエ　ペリエ　瓶３３０ｍｌ,1106,カナカン(株)食品  福井営業所,CASE,4,3179730013196,3179730013196,3179730013196,3179730013196,3179730013196,0000002160771,3179730013196
OK,31,20260506120534091,2026-05-06 14:02:10,put_69facb51ccfc6_20260506140209@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506121256.dat,1106,カナカン(株)食品  福井営業所,82,91,華むすびの蔵センター,211407,211407,　サンガリア　伊賀の天然水　強炭酸水５００ｍｌＰＥＴ,1106,カナカン(株)食品  福井営業所,CASE,8,4902179019141,4902179019141,4902179019141,4902179019141,4902179019141,0000002114071,4902179019141
OK,31,20260506120534091,2026-05-06 14:02:10,put_69facb51ccfc6_20260506140209@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506121256.dat,1106,カナカン(株)食品  福井営業所,83,91,華むすびの蔵センター,212106,212106,　サントリー　黒烏龍茶＜特保健康食品＞３５０ｍｌペット,1106,カナカン(株)食品  福井営業所,CASE,2,49151947,0000049151947,0000049151947,0000049151947,0000049151947,0000002121062,0000049151947
OK,27,20260506120426091,2026-05-06 14:02:25,put_69facb608f30f_20260506140224@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506120709.dat,1106,カナカン(株)食品  福井営業所,78,91,華むすびの蔵センター,216077,216077,　ペリエ　ペリエ　瓶３３０ｍｌ,1106,カナカン(株)食品  福井営業所,CASE,4,3179730013196,3179730013196,3179730013196,3179730013196,3179730013196,0000002160771,3179730013196
SENT_BLANK_OR_ZERO_HAS_CORRECT_CD,19,20260506120328021,2026-05-06 14:02:50,put_69facb7a06588_20260506140250@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506120700.dat,1330,三菱食品株式会社,74,21,江守店,143180,143180,　キリンクラシックラガー５００ｍｌ,1330,三菱食品株式会社,CASE,2,4901411004730,,,4901411004754,4901411004730,0000001431803,4901411004754
OK,18,20260506120008011,2026-05-06 14:02:53,put_69facb7d2d5e2_20260506140253@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506120352.dat,1106,カナカン(株)食品  福井営業所,69,11,越前店,262356,262356,　ＱＢＢ　じっくり燻製　スモークチーズ　ゆず胡椒入り４６ｇ,1126,カナカン(株)日配  福井営業所,PIECE,10,4903308060829,4903308060829,4903308060829,4903308060829,4903308060829,0000002623566,4903308060829
OK,18,20260506120008011,2026-05-06 14:02:53,put_69facb7d2d5e2_20260506140253@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506120352.dat,1106,カナカン(株)食品  福井営業所,70,11,越前店,262344,262344,　ＱＢＢ　じっくり燻製　スモークチーズ　本わさび入り５０ｇ,1126,カナカン(株)日配  福井営業所,PIECE,10,4903308039825,4903308039825,4903308039825,4903308039825,4903308039825,0000002623443,4903308039825
OK,18,20260506120008011,2026-05-06 14:02:53,put_69facb7d2d5e2_20260506140253@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506120352.dat,1106,カナカン(株)食品  福井営業所,71,11,越前店,261044,261044,　ＱＢＢ　スモークチーズ２５０ｇ,1126,カナカン(株)日配  福井営業所,CASE,1,4903308001402,4903308001402,4903308001402,4903308001402,4903308001402,0000002610443,4903308001402
OK,18,20260506120008011,2026-05-06 14:02:53,put_69facb7d2d5e2_20260506140253@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506120352.dat,1106,カナカン(株)食品  福井営業所,72,11,越前店,261105,261105,　クラフト　フィラデルフィア　クリームチーズ２００ｇ,1126,カナカン(株)日配  福井営業所,CASE,1,4902720094221,4902720094221,4902720094221,4902720094221,4902720094221,0000002611051,4902720094221
OK,17,20260506115152004,2026-05-06 14:02:56,put_69facb8002ad4_20260506140256@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506115255.dat,1106,カナカン(株)食品  福井営業所,67,4,サンドーム前店,242113,242113,　ユアーズホテル　鯖缶　甘辛醤油唐辛子入り１８０ｇ,1106,カナカン(株)食品  福井営業所,PIECE,5,4934826346362,4934826346362,4934826346362,4934826346362,4934826346362,0000002421131,4934826346362
OK,17,20260506115152004,2026-05-06 14:02:56,put_69facb8002ad4_20260506140256@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506115255.dat,1106,カナカン(株)食品  福井営業所,68,4,サンドーム前店,242115,242115,　ユアーズホテル　鯖缶　水煮天日塩味１８０ｇ,1106,カナカン(株)食品  福井営業所,PIECE,5,4934826346379,4934826346379,4934826346379,4934826346379,4934826346379,0000002421155,4934826346379
OK,16,20260506112112091,2026-05-06 14:02:59,put_69facb82c9d46_20260506140258@lw-hana.co.jp,jx-orders/2026-05-06/1330_order_20260506114548.dat,1330,三菱食品株式会社,65,91,華むすびの蔵センター,171447,171447,　ホワイトホース　樽詰めハイボール　７Ｌ,1330,三菱食品株式会社,PIECE,15,4901411078403,4901411078403,4901411078403,4901411078403,4901411078403,0000001714470,4901411078403
OK,15,20260506114020004,2026-05-06 14:03:02,put_69facb8594b72_20260506140301@lw-hana.co.jp,jx-orders/2026-05-06/1106_order_20260506114048.dat,1106,カナカン(株)食品  福井営業所,64,4,サンドーム前店,122646,122646,　２５°黒霧島（芋）パック１．８Ｌ,1021,カナカン(株)酒類　福井営業所,CASE,3,4972776946959,4972776946959,4972776946959,4972776946959,4972776946959,0000001221169,4972776946959
