doc_id,contractor_id,warehouse_id,batch_code,file_path,created_at,transmitted_at,db_file_size,actual_size,size_match,db_record_count,actual_records,record_count_match,db_order_count,actual_d_records,order_count_match,db_candidate_count,db_case_rows,db_piece_rows,db_case_qty_sum,file_case_qty_sum,case_qty_sum_match,db_piece_qty_sum,file_piece_qty_sum,piece_qty_sum_match,invalid_record_length,read_error,issues
127,1017,8,20260506152455008,jx-orders/2026-05-06/1017_order_20260506152655.dat,"2026-05-06 15:26:58","2026-05-06 15:54:46",640,640,1,5,5,1,1,1,1,1,1,0,1,1,1,0,0,1,0,,
128,1202,9,20260506142854009,jx-orders/2026-05-06/1202_order_20260506152705.dat,"2026-05-06 15:27:07","2026-05-06 15:54:40",2176,2176,1,17,17,1,12,12,1,12,12,0,18,18,1,0,0,1,0,,
129,1106,9,20260506142854009,jx-orders/2026-05-06/1106_order_20260506152705.dat,"2026-05-06 15:27:07","2026-05-06 15:54:34",3328,3328,1,26,26,1,18,18,1,18,18,0,19,19,1,0,0,1,0,,
130,1330,9,20260506142854009,jx-orders/2026-05-06/1330_order_20260506152706.dat,"2026-05-06 15:27:08","2026-05-06 15:54:29",1280,1280,1,10,10,1,6,6,1,6,6,0,6,6,1,0,0,1,0,,
131,1017,9,20260506142854009,jx-orders/2026-05-06/1017_order_20260506152706.dat,"2026-05-06 15:27:09","2026-05-06 15:54:23",640,640,1,5,5,1,1,1,1,1,1,0,1,1,1,0,0,1,0,,
132,1106,,20260506152531091,jx-orders/2026-05-06/1106_order_20260506152710.dat,"2026-05-06 15:27:10","2026-05-06 15:54:18",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
133,1330,,20260506152531091,jx-orders/2026-05-06/1330_order_20260506152711.dat,"2026-05-06 15:27:11","2026-05-06 15:54:12",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
134,1017,,20260506152531091,jx-orders/2026-05-06/1017_order_20260506152711.dat,"2026-05-06 15:27:11","2026-05-06 15:54:07",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
135,1202,,20260506152531091,jx-orders/2026-05-06/1202_order_20260506152711.dat,"2026-05-06 15:27:12","2026-05-06 15:53:59",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
136,1202,10,20260506152528010,jx-orders/2026-05-06/1202_order_20260506152723.dat,"2026-05-06 15:27:25","2026-05-06 15:53:54",3840,3840,1,30,30,1,23,23,1,23,23,0,27,27,1,0,0,1,0,,
137,1106,10,20260506152528010,jx-orders/2026-05-06/1106_order_20260506152723.dat,"2026-05-06 15:27:25","2026-05-06 15:53:48",9472,9472,1,74,74,1,60,60,1,60,60,0,93,93,1,0,0,1,0,,
138,1330,10,20260506152528010,jx-orders/2026-05-06/1330_order_20260506152723.dat,"2026-05-06 15:27:26","2026-05-06 15:53:41",4864,4864,1,38,38,1,30,30,1,30,30,0,43,43,1,0,0,1,0,,
139,1017,10,20260506152528010,jx-orders/2026-05-06/1017_order_20260506152724.dat,"2026-05-06 15:27:27","2026-05-06 15:53:35",640,640,1,5,5,1,1,1,1,1,1,0,1,1,1,0,0,1,0,,
170,1202,22,20260506152630022,jx-orders/2026-05-06/1202_order_20260506153614.dat,"2026-05-06 15:36:16","2026-05-06 15:53:28",2432,2432,1,19,19,1,13,13,1,13,13,0,25,25,1,0,0,1,0,,
171,1330,22,20260506152630022,jx-orders/2026-05-06/1330_order_20260506153614.dat,"2026-05-06 15:36:17","2026-05-06 15:53:10",2816,2816,1,22,22,1,16,16,1,16,16,0,37,37,1,0,0,1,0,,
172,1106,22,20260506152630022,jx-orders/2026-05-06/1106_order_20260506153615.dat,"2026-05-06 15:36:17","2026-05-06 15:53:06",6400,6400,1,50,50,1,39,39,1,39,39,0,60,60,1,0,0,1,0,,
173,1017,22,20260506152630022,jx-orders/2026-05-06/1017_order_20260506153615.dat,"2026-05-06 15:36:18","2026-05-06 15:53:02",896,896,1,7,7,1,3,3,1,3,3,0,3,3,1,0,0,1,0,,
174,1106,21,20260506152611021,jx-orders/2026-05-06/1106_order_20260506154118.dat,"2026-05-06 15:41:19","2026-05-06 15:52:57",6528,6528,1,51,51,1,40,40,1,40,40,0,49,49,1,0,0,1,0,,
175,1202,21,20260506152611021,jx-orders/2026-05-06/1202_order_20260506154118.dat,"2026-05-06 15:41:21","2026-05-06 15:52:53",3072,3072,1,24,24,1,18,18,1,18,18,0,24,24,1,0,0,1,0,,
176,1330,21,20260506152611021,jx-orders/2026-05-06/1330_order_20260506154118.dat,"2026-05-06 15:41:21","2026-05-06 15:52:49",2176,2176,1,17,17,1,12,12,1,12,12,0,19,19,1,0,0,1,0,,
177,1017,21,20260506152611021,jx-orders/2026-05-06/1017_order_20260506154118.dat,"2026-05-06 15:41:22","2026-05-06 15:52:45",640,640,1,5,5,1,1,1,1,1,1,0,1,1,1,0,0,1,0,,
178,1106,91,20260506152531091,jx-orders/2026-05-06/1106_order_20260506154412.dat,"2026-05-06 15:44:13","2026-05-06 15:52:41",640,640,1,5,5,1,1,1,1,1,1,0,8,8,1,0,0,1,0,,
179,1330,,20260506152531091,jx-orders/2026-05-06/1330_order_20260506154413.dat,"2026-05-06 15:44:14","2026-05-06 15:52:32",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
180,1017,,20260506152531091,jx-orders/2026-05-06/1017_order_20260506154414.dat,"2026-05-06 15:44:14","2026-05-06 15:52:36",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
181,1202,,20260506152531091,jx-orders/2026-05-06/1202_order_20260506154414.dat,"2026-05-06 15:44:15","2026-05-06 15:52:27",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
182,1106,,20260506152551011,jx-orders/2026-05-06/1106_order_20260506154416.dat,"2026-05-06 15:44:17","2026-05-06 15:52:23",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
183,1330,,20260506152551011,jx-orders/2026-05-06/1330_order_20260506154417.dat,"2026-05-06 15:44:17","2026-05-06 15:52:19",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
184,1017,,20260506152551011,jx-orders/2026-05-06/1017_order_20260506154417.dat,"2026-05-06 15:44:18","2026-05-06 15:52:15",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
185,1202,,20260506152551011,jx-orders/2026-05-06/1202_order_20260506154418.dat,"2026-05-06 15:44:18","2026-05-06 15:52:10",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
186,1106,,20260506152031002,jx-orders/2026-05-06/1106_order_20260506154420.dat,"2026-05-06 15:44:21","2026-05-06 15:52:01",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
187,1330,,20260506152031002,jx-orders/2026-05-06/1330_order_20260506154421.dat,"2026-05-06 15:44:21","2026-05-06 15:52:06",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
188,1017,,20260506152031002,jx-orders/2026-05-06/1017_order_20260506154421.dat,"2026-05-06 15:44:22","2026-05-06 15:51:52",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
189,1202,,20260506152031002,jx-orders/2026-05-06/1202_order_20260506154422.dat,"2026-05-06 15:44:22","2026-05-06 15:51:57",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
190,1202,98,20260506152656098,jx-orders/2026-05-06/1202_order_20260506154427.dat,"2026-05-06 15:44:28","2026-05-06 15:51:48",896,896,1,7,7,1,3,3,1,3,3,0,4,4,1,0,0,1,0,,
191,1330,98,20260506152656098,jx-orders/2026-05-06/1330_order_20260506154427.dat,"2026-05-06 15:44:28","2026-05-06 15:51:43",896,896,1,7,7,1,3,3,1,3,3,0,9,9,1,0,0,1,0,,
192,1106,,20260506152656098,jx-orders/2026-05-06/1106_order_20260506154429.dat,"2026-05-06 15:44:29","2026-05-06 15:51:39",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
193,1017,,20260506152656098,jx-orders/2026-05-06/1017_order_20260506154429.dat,"2026-05-06 15:44:29","2026-05-06 15:51:35",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
194,1202,4,20260506153203004,jx-orders/2026-05-06/1202_order_20260506154440.dat,"2026-05-06 15:44:42","2026-05-06 15:51:31",4352,4352,1,34,34,1,26,26,1,26,26,0,31,31,1,0,0,1,0,,
195,1106,4,20260506153203004,jx-orders/2026-05-06/1106_order_20260506154441.dat,"2026-05-06 15:44:43","2026-05-06 15:51:27",6016,6016,1,47,47,1,37,37,1,37,37,0,43,43,1,0,0,1,0,,
196,1330,4,20260506153203004,jx-orders/2026-05-06/1330_order_20260506154441.dat,"2026-05-06 15:44:43","2026-05-06 15:51:23",3840,3840,1,30,30,1,23,23,1,23,23,0,33,33,1,0,0,1,0,,
197,1017,4,20260506153203004,jx-orders/2026-05-06/1017_order_20260506154441.dat,"2026-05-06 15:44:44","2026-05-06 15:51:18",896,896,1,7,7,1,3,3,1,3,3,0,3,3,1,0,0,1,0,,
198,1017,1,20260506153445001,jx-orders/2026-05-06/1017_order_20260506154451.dat,"2026-05-06 15:44:53","2026-05-06 15:51:14",640,640,1,5,5,1,1,1,1,1,1,0,1,1,1,0,0,1,0,,
199,1106,1,20260506153445001,jx-orders/2026-05-06/1106_order_20260506154452.dat,"2026-05-06 15:44:54","2026-05-06 15:50:31",5632,5632,1,44,44,1,34,34,1,34,34,0,44,44,1,0,0,1,0,,
200,1202,1,20260506153445001,jx-orders/2026-05-06/1202_order_20260506154452.dat,"2026-05-06 15:44:54","2026-05-06 15:50:26",2048,2048,1,16,16,1,11,11,1,11,11,0,15,15,1,0,0,1,0,,
201,1330,1,20260506153445001,jx-orders/2026-05-06/1330_order_20260506154452.dat,"2026-05-06 15:44:55","2026-05-06 15:50:20",2688,2688,1,21,21,1,15,15,1,15,15,0,18,18,1,0,0,1,0,,
202,1106,,20260506152736002,jx-orders/2026-05-06/1106_order_20260506154458.dat,"2026-05-06 15:44:58","2026-05-06 15:50:10",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
203,1330,,20260506152736002,jx-orders/2026-05-06/1330_order_20260506154458.dat,"2026-05-06 15:44:58","2026-05-06 15:50:15",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
204,1017,,20260506152736002,jx-orders/2026-05-06/1017_order_20260506154459.dat,"2026-05-06 15:44:59","2026-05-06 15:50:00",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
205,1202,,20260506152736002,jx-orders/2026-05-06/1202_order_20260506154459.dat,"2026-05-06 15:44:59","2026-05-06 15:50:06",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
206,1106,3,20260506153624003,jx-orders/2026-05-06/1106_order_20260506154506.dat,"2026-05-06 15:45:07","2026-05-06 15:49:53",3840,3840,1,30,30,1,21,21,1,21,21,0,49,49,1,0,0,1,0,,
207,1202,3,20260506153624003,jx-orders/2026-05-06/1202_order_20260506154506.dat,"2026-05-06 15:45:08","2026-05-06 15:49:41",1536,1536,1,12,12,1,7,7,1,7,7,0,10,10,1,0,0,1,0,,
208,1330,3,20260506153624003,jx-orders/2026-05-06/1330_order_20260506154506.dat,"2026-05-06 15:45:08","2026-05-06 15:49:46",2560,2560,1,20,20,1,14,14,1,14,14,0,23,23,1,0,0,1,0,,
209,1017,,20260506153624003,jx-orders/2026-05-06/1017_order_20260506154509.dat,"2026-05-06 15:45:09","2026-05-06 15:49:35",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
210,1017,7,20260506153238007,jx-orders/2026-05-06/1017_order_20260506154516.dat,"2026-05-06 15:45:18","2026-05-06 15:49:24",640,640,1,5,5,1,1,1,1,1,1,0,1,1,1,0,0,1,0,,
211,1106,7,20260506153238007,jx-orders/2026-05-06/1106_order_20260506154516.dat,"2026-05-06 15:45:18","2026-05-06 15:49:29",4224,4224,1,33,33,1,23,23,1,23,23,0,31,31,1,0,0,1,0,,
212,1202,7,20260506153238007,jx-orders/2026-05-06/1202_order_20260506154516.dat,"2026-05-06 15:45:19","2026-05-06 15:49:13",2176,2176,1,17,17,1,12,12,1,12,12,0,18,18,1,0,0,1,0,,
213,1330,7,20260506153238007,jx-orders/2026-05-06/1330_order_20260506154517.dat,"2026-05-06 15:45:19","2026-05-06 15:49:19",2944,2944,1,23,23,1,17,17,1,17,17,0,30,30,1,0,0,1,0,,
214,1017,9,20260506153909009,jx-orders/2026-05-06/1017_order_20260506154521.dat,"2026-05-06 15:45:22","2026-05-06 15:49:08",640,640,1,5,5,1,1,1,1,1,1,0,1,1,1,0,0,1,0,,
215,1106,9,20260506153909009,jx-orders/2026-05-06/1106_order_20260506154521.dat,"2026-05-06 15:45:23","2026-05-06 15:48:57",2432,2432,1,19,19,1,13,13,1,13,13,0,14,14,1,0,0,1,0,,
216,1202,9,20260506153909009,jx-orders/2026-05-06/1202_order_20260506154521.dat,"2026-05-06 15:45:23","2026-05-06 15:49:03",1664,1664,1,13,13,1,8,8,0,0,0,0,0,12,0,0,0,1,0,,d_record_count_mismatch;case_qty_sum_mismatch
217,1330,9,20260506153909009,jx-orders/2026-05-06/1330_order_20260506154521.dat,"2026-05-06 15:45:24","2026-05-06 15:48:48",1152,1152,1,9,9,1,5,5,0,0,0,0,0,5,0,0,0,1,0,,d_record_count_mismatch;case_qty_sum_mismatch
218,1202,9,20260506153909009,jx-orders/2026-05-06/1202_order_20260506154524.dat,"2026-05-06 15:45:26","2026-05-06 15:48:30",1664,1664,1,13,13,1,8,8,1,8,8,0,12,12,1,0,0,1,0,,
219,1330,9,20260506153909009,jx-orders/2026-05-06/1330_order_20260506154525.dat,"2026-05-06 15:45:26","2026-05-06 15:48:36",1152,1152,1,9,9,1,5,5,1,5,5,0,5,5,1,0,0,1,0,,
220,1106,10,20260506154135010,jx-orders/2026-05-06/1106_order_20260506154526.dat,"2026-05-06 15:45:26","2026-05-06 15:48:42",640,384,0,5,3,0,1,0,0,1,1,0,60,0,0,0,0,1,0,,file_size_mismatch;record_count_mismatch;d_record_count_mismatch;case_qty_sum_mismatch
221,1106,,20260506153909009,jx-orders/2026-05-06/1106_order_20260506154526.dat,"2026-05-06 15:45:27","2026-05-06 15:48:07",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
222,1330,,20260506154135010,jx-orders/2026-05-06/1330_order_20260506154527.dat,"2026-05-06 15:45:27","2026-05-06 15:48:19",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
223,1017,,20260506153909009,jx-orders/2026-05-06/1017_order_20260506154527.dat,"2026-05-06 15:45:27","2026-05-06 15:48:14",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
224,1017,,20260506154135010,jx-orders/2026-05-06/1017_order_20260506154527.dat,"2026-05-06 15:45:27","2026-05-06 15:48:26",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
225,1202,,20260506154135010,jx-orders/2026-05-06/1202_order_20260506154528.dat,"2026-05-06 15:45:28","2026-05-06 15:47:59",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
226,1106,,20260506154135010,jx-orders/2026-05-06/1106_order_20260506154529.dat,"2026-05-06 15:45:29","2026-05-06 15:47:44",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
227,1330,,20260506154135010,jx-orders/2026-05-06/1330_order_20260506154529.dat,"2026-05-06 15:45:29","2026-05-06 15:47:53",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
228,1017,,20260506154135010,jx-orders/2026-05-06/1017_order_20260506154530.dat,"2026-05-06 15:45:30","2026-05-06 15:47:30",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
229,1202,,20260506154135010,jx-orders/2026-05-06/1202_order_20260506154530.dat,"2026-05-06 15:45:30","2026-05-06 15:47:37",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
230,1017,22,20260506154211022,jx-orders/2026-05-06/1017_order_20260506154532.dat,"2026-05-06 15:45:34","2026-05-06 15:47:13",896,896,1,7,7,1,3,3,1,3,3,0,3,3,1,0,0,1,0,,
231,1106,22,20260506154211022,jx-orders/2026-05-06/1106_order_20260506154532.dat,"2026-05-06 15:45:34","2026-05-06 15:47:19",4352,4352,1,34,34,1,25,25,1,25,25,0,42,42,1,0,0,1,0,,
232,1202,22,20260506154211022,jx-orders/2026-05-06/1202_order_20260506154533.dat,"2026-05-06 15:45:35","2026-05-06 15:47:02",1920,1920,1,15,15,1,10,10,1,10,10,0,20,20,1,0,0,1,0,,
233,1330,22,20260506154211022,jx-orders/2026-05-06/1330_order_20260506154533.dat,"2026-05-06 15:45:35","2026-05-06 15:47:07",1920,1920,1,15,15,1,10,10,1,10,10,0,15,15,1,0,0,1,0,,
234,1106,,20260506154211022,jx-orders/2026-05-06/1106_order_20260506154536.dat,"2026-05-06 15:45:37","2026-05-06 15:46:51",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
235,1330,,20260506154211022,jx-orders/2026-05-06/1330_order_20260506154537.dat,"2026-05-06 15:45:37","2026-05-06 15:46:57",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
236,1017,,20260506154211022,jx-orders/2026-05-06/1017_order_20260506154537.dat,"2026-05-06 15:45:38","2026-05-06 15:46:41",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
237,1202,,20260506154211022,jx-orders/2026-05-06/1202_order_20260506154538.dat,"2026-05-06 15:45:38","2026-05-06 15:46:45",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
238,1106,,20260506153203004,jx-orders/2026-05-06/1106_order_20260506154542.dat,"2026-05-06 15:45:42","2026-05-06 15:46:17",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
239,1330,,20260506153203004,jx-orders/2026-05-06/1330_order_20260506154542.dat,"2026-05-06 15:45:42","2026-05-06 15:46:36",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
240,1017,,20260506153203004,jx-orders/2026-05-06/1017_order_20260506154543.dat,"2026-05-06 15:45:43","2026-05-06 15:46:12",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
241,1202,,20260506153203004,jx-orders/2026-05-06/1202_order_20260506154543.dat,"2026-05-06 15:45:43","2026-05-06 15:46:31",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
242,1106,,20260506154459021,jx-orders/2026-05-06/1106_order_20260506155028.dat,"2026-05-06 15:50:28","2026-05-06 15:51:09",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
243,1330,,20260506154459021,jx-orders/2026-05-06/1330_order_20260506155028.dat,"2026-05-06 15:50:29","2026-05-06 15:51:05",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
244,1017,,20260506154459021,jx-orders/2026-05-06/1017_order_20260506155029.dat,"2026-05-06 15:50:29","2026-05-06 15:51:00",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
245,1202,,20260506154459021,jx-orders/2026-05-06/1202_order_20260506155029.dat,"2026-05-06 15:50:30","2026-05-06 15:50:37",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
246,1106,,20260506154711004,jx-orders/2026-05-06/1106_order_20260506155031.dat,"2026-05-06 15:50:32","2026-05-06 15:50:51",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
247,1330,,20260506154711004,jx-orders/2026-05-06/1330_order_20260506155032.dat,"2026-05-06 15:50:32","2026-05-06 15:50:56",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
248,1017,,20260506154711004,jx-orders/2026-05-06/1017_order_20260506155032.dat,"2026-05-06 15:50:33","2026-05-06 15:50:42",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
249,1202,,20260506154711004,jx-orders/2026-05-06/1202_order_20260506155033.dat,"2026-05-06 15:50:33","2026-05-06 15:50:47",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
250,1106,4,20260506155527004,jx-orders/2026-05-06/1106_order_20260506155622.dat,"2026-05-06 15:56:23","2026-05-06 15:56:44",640,640,1,5,5,1,1,1,1,1,1,0,2,2,1,0,0,1,0,,
251,1330,,20260506155527004,jx-orders/2026-05-06/1330_order_20260506155624.dat,"2026-05-06 15:56:24","2026-05-06 15:56:29",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
252,1017,,20260506155527004,jx-orders/2026-05-06/1017_order_20260506155624.dat,"2026-05-06 15:56:24","2026-05-06 15:56:39",256,256,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
253,1202,,20260506155527004,jx-orders/2026-05-06/1202_order_20260506155625.dat,"2026-05-06 15:56:25","2026-05-06 15:56:34",384,384,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,
