record_type,data_type,slip_number,shop_code,category_code,slip_type,order_date,delivery_date,route,contractor_code,shop_name,delivery_place,remarks,direct_shipping,supplier_code,file_name
B,01,11451022787,0011,247,01,250821,250822,,1106,ｴﾁｾﾞﾝ,ｴﾁｾﾞﾝ,,91,1021,LWHANA_20250821140035.txt
B,01,11451022824,0011,210,01,250821,250822,,1106,ｴﾁｾﾞﾝ,ｴﾁｾﾞﾝ,,11,1021,LWHANA_20250821140035.txt
B,01,11451022826,0011,210,01,250821,250822,,1106,ｴﾁｾﾞﾝ,ｴﾁｾﾞﾝ,,11,1021,LWHANA_20250821140035.txt
B,01,21451021384,0021,210,01,250821,250822,,1106,ｴﾓﾘ,ｴﾓﾘ,,91,1021,LWHANA_20250821140035.txt
B,01,21451021386,0021,215,01,250821,250822,,1106,ｴﾓﾘ,ｴﾓﾘ,,91,1021,LWHANA_20250821140035.txt
B,01,22451016809,0022,230,01,250821,250822,,1106,ｵﾊﾞﾏ,ｵﾊﾞﾏ,,21,1021,LWHANA_20250821140035.txt
B,01,91451028519,0091,210,01,250820,250822,,1106,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,21,1021,LWHANA_20250821140035.txt
B,01,91451028521,0091,230,01,250820,250822,,1106,ﾑｽﾋﾞﾉｸﾗ,ﾑｽﾋﾞﾉｸﾗ,,21,1021,LWHANA_20250821140035.txt
B,01,01451020596,0001,261,01,250821,250822,,1126,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250821140035.txt
B,01,02451021679,0002,261,01,250821,250822,,1126,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250821140035.txt
B,01,02451021681,0002,262,01,250821,250822,,1126,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250821140035.txt
B,01,04451024117,0004,261,01,250821,250822,,1126,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250821140035.txt
B,01,08451018521,0008,261,01,250821,250822,,1126,ﾌﾟﾗｻﾞ,ﾌﾟﾗｻﾞ,,91,1021,LWHANA_20250821140035.txt
B,01,09451014918,0009,260,01,250821,250822,,1126,ｳﾞｨｵ,ｳﾞｨｵ,,11,1021,LWHANA_20250821140035.txt
B,01,21451021388,0021,261,01,250821,250822,,1126,ｴﾓﾘ,ｴﾓﾘ,,91,1021,LWHANA_20250821140035.txt
B,01,21451021390,0021,262,01,250821,250822,,1126,ｴﾓﾘ,ｴﾓﾘ,,91,1021,LWHANA_20250821140035.txt
B,01,01451020573,0001,280,01,250821,250823,,1127,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,11,1021,LWHANA_20250821140035.txt
B,01,04451024079,0004,240,01,250821,250823,,1127,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,51,1021,LWHANA_20250821140035.txt
B,01,10451030035,0010,280,01,250821,250823,,1127,ﾂﾙｶﾞ,ﾂﾙｶﾞ,,21,1021,LWHANA_20250821140035.txt
B,01,98451004572,0098,150,01,250821,250822,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,11,1021,LWHANA_20250821140035.txt
B,01,98451004585,0098,113,01,250821,250822,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250821140035.txt
B,01,98451004587,0098,122,01,250821,250822,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250821140035.txt
B,01,98451004589,0098,131,01,250821,250822,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250821140035.txt
B,01,98451004591,0098,132,01,250821,250822,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250821140035.txt
B,01,98451004593,0098,143,01,250821,250822,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250821140035.txt
B,01,98451004595,0098,161,01,250821,250822,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250821140035.txt
B,01,98451004597,0098,171,01,250821,250822,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250821140035.txt
B,01,98451004599,0098,210,01,250821,250822,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250821140035.txt
B,01,98451004601,0098,211,01,250821,250822,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250821140035.txt
B,01,98451004603,0098,215,01,250821,250822,,1680,ｶﾅｻﾞﾜｷﾞｮｳﾑ,ｶﾅｻﾞﾜｷﾞｮｳﾑ,,91,1021,LWHANA_20250821140035.txt
B,01,01451018750,0001,180,01,250802,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,31,1021,LWHANA_20250803235023.txt
B,01,01451018761,0001,110,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,11,1021,LWHANA_20250803235023.txt
B,01,01451018769,0001,110,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,11,1021,LWHANA_20250803235023.txt
B,01,01451018790,0001,180,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,31,1021,LWHANA_20250803235023.txt
B,01,01451018792,0001,180,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,31,1021,LWHANA_20250803235023.txt
B,01,01451018793,0001,140,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,31,1021,LWHANA_20250803235023.txt
B,01,01451018806,0001,113,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018808,0001,114,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018810,0001,121,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018812,0001,122,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018813,0001,122,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018815,0001,123,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018817,0001,131,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018818,0001,131,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018820,0001,132,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018822,0001,133,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018824,0001,134,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018826,0001,142,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018827,0001,142,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018829,0001,145,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018831,0001,147,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018833,0001,151,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018835,0001,157,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018837,0001,161,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018839,0001,162,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018841,0001,171,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018843,0001,172,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018845,0001,181,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018847,0001,184,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018848,0001,184,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018850,0001,185,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018852,0001,210,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018854,0001,211,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018855,0001,211,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,01451018857,0001,213,01,250803,250804,,1021,ﾎﾝﾃﾝ,ﾎﾝﾃﾝ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019847,0002,110,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,11,1021,LWHANA_20250803235023.txt
B,01,02451019849,0002,140,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,11,1021,LWHANA_20250803235023.txt
B,01,02451019855,0002,111,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019857,0002,113,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019859,0002,114,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019860,0002,114,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019862,0002,118,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019864,0002,121,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019866,0002,122,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019867,0002,122,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019869,0002,123,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019871,0002,131,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019872,0002,131,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019874,0002,132,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019876,0002,133,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019878,0002,142,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019880,0002,145,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019882,0002,147,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019884,0002,151,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019886,0002,152,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019888,0002,153,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019890,0002,161,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019892,0002,162,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019894,0002,171,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019896,0002,172,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019898,0002,181,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019900,0002,184,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019901,0002,184,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019903,0002,185,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019905,0002,210,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019907,0002,211,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019908,0002,211,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019909,0002,211,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019911,0002,241,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,02451019913,0002,251,01,250803,250804,,1021,ﾆﾉﾐﾔ,ﾆﾉﾐﾔ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020596,0003,140,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,11,1021,LWHANA_20250803235023.txt
B,01,03451020643,0003,210,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,51,1021,LWHANA_20250803235023.txt
B,01,03451020677,0003,111,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020679,0003,113,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020681,0003,114,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020683,0003,119,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020685,0003,121,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020687,0003,122,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020688,0003,122,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020690,0003,123,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020692,0003,131,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020694,0003,132,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020696,0003,142,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020698,0003,145,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020700,0003,147,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020702,0003,149,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020704,0003,151,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020706,0003,153,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020708,0003,155,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020710,0003,161,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020712,0003,171,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020714,0003,172,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020716,0003,181,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020718,0003,184,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020720,0003,185,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020722,0003,210,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,03451020724,0003,211,01,250803,250804,,1021,ｻｶｲ,ｻｶｲ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021894,0004,210,01,250802,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,11,1021,LWHANA_20250803235023.txt
B,01,04451021902,0004,140,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,11,1021,LWHANA_20250803235023.txt
B,01,04451021904,0004,140,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,11,1021,LWHANA_20250803235023.txt
B,01,04451021905,0004,140,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,11,1021,LWHANA_20250803235023.txt
B,01,04451021906,0004,310,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,11,1021,LWHANA_20250803235023.txt
B,01,04451021929,0004,140,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,11,1021,LWHANA_20250803235023.txt
B,01,04451021936,0004,112,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021938,0004,113,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021940,0004,114,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021942,0004,117,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021944,0004,118,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021946,0004,121,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021948,0004,122,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021949,0004,122,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021950,0004,122,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021952,0004,123,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021953,0004,123,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021955,0004,131,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021956,0004,131,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021958,0004,132,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021960,0004,133,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021962,0004,142,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021963,0004,142,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021965,0004,145,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021967,0004,147,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021969,0004,151,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021971,0004,153,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021973,0004,154,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021975,0004,161,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021977,0004,162,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021979,0004,171,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021981,0004,172,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021983,0004,181,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021985,0004,184,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021986,0004,184,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021988,0004,185,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021990,0004,210,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021992,0004,211,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021994,0004,213,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021996,0004,251,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,04451021998,0004,411,01,250803,250804,,1021,ｻﾝﾄﾞｰﾑ,ｻﾝﾄﾞｰﾑ,,91,1021,LWHANA_20250803235023.txt
B,01,07451015917,0007,210,01,250803,250804,,1021,ｺｳﾖｳ,ｺｳﾖｳ,,31,1021,LWHANA_20250803235023.txt
B,01,07451015928,0007,210,01,250803,250804,,1021,ｺｳﾖｳ,ｺｳﾖｳ,,31,1021,LWHANA_20250803235023.txt
B,01,07451015931,0007,111,01,250803,250804,,1021,ｺｳﾖｳ,ｺｳﾖｳ,,91,1021,LWHANA_20250803235023.txt
B,01,07451015933,0007,113,01,250803,250804,,1021,ｺｳﾖｳ,ｺｳﾖｳ,,91,1021,LWHANA_20250803235023.txt
B,01,07451015935,0007,114,01,250803,250804,,1021,ｺｳﾖｳ,ｺｳﾖｳ,,91,1021,LWHANA_20250803235023.txt
B,01,07451015937,0007,121,01,250803,250804,,1021,ｺｳﾖｳ,ｺｳﾖｳ,,91,1021,LWHANA_20250803235023.txt
B,01,07451015939,0007,122,01,250803,250804,,1021,ｺｳﾖｳ,ｺｳﾖｳ,,91,1021,LWHANA_20250803235023.txt
B,01,07451015941,0007,123,01,250803,250804,,1021,ｺｳﾖｳ,ｺｳﾖｳ,,91,1021,LWHANA_20250803235023.txt
B,01,07451015943,0007,131,01,250803,250804,,1021,ｺｳﾖｳ,ｺｳﾖｳ,,91,1021,LWHANA_20250803235023.txt
