店舗CD,倉庫名,仕入先CD,仕入先名,JX伝票番号,発注日,納品日,商品CD,商品名,JANコード,入数,発注ケース,発注バラ,入荷ケース,入荷バラ,マッチ
0011,越前店,1202,"国分中部㈱第二支社 福井支店",082817,2026-05-08,2026-05-09,121167,　２５°キンミヤ焼酎３００ｍｌ,4977991330637,12,0,0,0,1,×入荷予定なし
0011,越前店,1202,"国分中部㈱第二支社 福井支店",082817,2026-05-08,2026-05-09,122140,　２５°キンミヤ焼酎　パック１．８Ｌ,4977991318215,6,0,0,0,2,×倉庫/仕入先不一致
0011,越前店,1202,"国分中部㈱第二支社 福井支店",082817,2026-05-08,2026-05-09,122480,　２５°さつま白波（芋）　黒麹仕込み１．８Ｌ瓶,4973766002143,6,0,0,0,3,×入荷予定なし
0011,越前店,1202,"国分中部㈱第二支社 福井支店",082817,2026-05-08,2026-05-09,122671,　２５°博多の華　スモーキーオーク　パック１．８Ｌ（麦）,4978432812811,6,0,0,0,1,×入荷予定なし
0011,越前店,1202,"国分中部㈱第二支社 福井支店",082817,2026-05-08,2026-05-09,123172,　２０°鍛高譚（たんたかたん）１．８Ｌ（しそ）,4971980183945,6,0,0,0,2,×入荷予定なし
0011,越前店,1202,"国分中部㈱第二支社 福井支店",082818,2026-05-08,2026-05-09,143136,○サッポロ　エビス５００ｍｌ,4901880879914,24,0,0,1,0,×倉庫/仕入先不一致
0011,越前店,1202,"国分中部㈱第二支社 福井支店",082819,2026-05-08,2026-05-09,151032,　アルプス　あずさワイン　無添加マスカット　７２０ｍｌ,4906251552533,12,0,0,0,1,×入荷予定なし
0011,越前店,1202,"国分中部㈱第二支社 福井支店",082819,2026-05-08,2026-05-09,151049,　あずさワイン　ブラック甘口　７２０ｍｌ,4906251555411,12,0,0,0,1,×入荷予定なし
0011,越前店,1202,"国分中部㈱第二支社 福井支店",082819,2026-05-08,2026-05-09,171859,　一本義　吟香梅７２０ｍｌ（新）,4973092010119,6,0,0,0,1,×入荷予定なし
0011,越前店,1202,"国分中部㈱第二支社 福井支店",082819,2026-05-08,2026-05-09,172160,　バカルディ　クラシックカクテルズ　モヒート　７００ｍｌ,7610113000342,6,0,0,0,1,×入荷予定なし
0021,江守店,1202,"国分中部㈱第二支社 福井支店",082756,2026-03-26,2026-05-09,181404,　サッポロ　飲みごたえ超無糖　シークヮーサー５００ｍｌ,4901880217044,24,0,0,1,0,×入荷予定なし
0021,江守店,1202,"国分中部㈱第二支社 福井支店",082756,2026-03-26,2026-05-09,181403,　サッポロ　飲みごたえ超無糖　シークヮーサー３５０ｍｌ,4901880217037,24,0,0,3,0,×入荷予定なし
0021,江守店,1202,"国分中部㈱第二支社 福井支店",082793,2026-04-10,2026-05-09,133025,　宝　キングブランデーＶ．Ｏ　蘭　エコペット２．７Ｌ,4904670303989,6,0,0,1,0,×入荷予定なし
0021,江守店,1202,"国分中部㈱第二支社 福井支店",082793,2026-04-10,2026-05-09,181401,　タカラ　焼酎ハイボール　東京グリーンレモン５００ｍｌ,4904670495554,24,0,0,1,0,×入荷予定なし
0021,江守店,1202,"国分中部㈱第二支社 福井支店",082793,2026-04-10,2026-05-09,181400,　タカラ　焼酎ハイボール　東京グリーンレモン３５０ｍｌ,4904670495523,24,0,0,3,0,×入荷予定なし
0021,江守店,1202,"国分中部㈱第二支社 福井支店",082794,2026-05-01,2026-05-09,185553,　サッポロ　濃いめのレモンサワー　缶　５００ｍｌ,4901880205201,24,0,0,1,0,×入荷予定なし
0021,江守店,1202,"国分中部㈱第二支社 福井支店",082794,2026-05-01,2026-05-09,181323,　サクラオ　ジントニック　３５０ｍｌ缶,4901903081706,24,0,0,1,0,×入荷予定なし
0021,江守店,1202,"国分中部㈱第二支社 福井支店",082794,2026-05-01,2026-05-09,111356,　沢の鶴　純米酒　山田錦７２０ｍｌ,4901808032735,6,0,0,0,1,×入荷予定なし
0021,江守店,1202,"国分中部㈱第二支社 福井支店",082821,2026-05-08,2026-05-09,185546,　タカラ　焼酎ハイボール　キレの５°レモン５００ｍｌ,4904670483971,24,0,0,1,0,×入荷予定なし
0022,小浜店,1202,"国分中部㈱第二支社 福井支店",082757,2026-03-26,2026-05-09,181403,　サッポロ　飲みごたえ超無糖　シークヮーサー３５０ｍｌ,4901880217037,24,0,0,2,0,×入荷予定なし
0022,小浜店,1202,"国分中部㈱第二支社 福井支店",082757,2026-03-26,2026-05-09,181404,　サッポロ　飲みごたえ超無糖　シークヮーサー５００ｍｌ,4901880217044,24,0,0,1,0,×入荷予定なし
0022,小浜店,1202,"国分中部㈱第二支社 福井支店",082795,2026-04-10,2026-05-09,133025,　宝　キングブランデーＶ．Ｏ　蘭　エコペット２．７Ｌ,4904670303989,6,0,0,1,0,×入荷予定なし
0022,小浜店,1202,"国分中部㈱第二支社 福井支店",082795,2026-04-10,2026-05-09,181400,　タカラ　焼酎ハイボール　東京グリーンレモン３５０ｍｌ,4904670495523,24,0,0,1,0,×入荷予定なし
0022,小浜店,1202,"国分中部㈱第二支社 福井支店",082795,2026-04-10,2026-05-09,181401,　タカラ　焼酎ハイボール　東京グリーンレモン５００ｍｌ,4904670495554,24,0,0,1,0,×入荷予定なし
0022,小浜店,1202,"国分中部㈱第二支社 福井支店",082796,2026-04-23,2026-05-09,114225,　沢の鶴米だけの酒　糀２倍の純米酒１．８Ｌ,4901808038065,6,0,0,1,0,×入荷予定なし
0022,小浜店,1202,"国分中部㈱第二支社 福井支店",082797,2026-05-01,2026-05-09,,Ｗ　エライジャ　クレイグスモールバッチ　,096749001446,1,0,0,0,2,×商品未登録
0022,小浜店,1202,"国分中部㈱第二支社 福井支店",082823,2026-05-08,2026-05-09,121085,○２５°宝焼酎　エコペット４Ｌ,4904670040600,4,1,0,1,0,○
0022,小浜店,1202,"国分中部㈱第二支社 福井支店",082823,2026-05-08,2026-05-09,184256,　タカラ　焼酎ハイボール　ドライ３５０ｍｌ,4904670464642,24,4,0,4,0,○
0022,小浜店,1202,"国分中部㈱第二支社 福井支店",082823,2026-05-08,2026-05-09,184391,　タカラ　カンチューハイ　レモン３５０ｍｌ,4904670455534,24,0,144,6,0,○
0022,小浜店,1202,"国分中部㈱第二支社 福井支店",082824,2026-05-08,2026-05-09,141080,　サッポロ　ラガー　大瓶６３３ｍｌ,4901880110055,20,0,20,1,0,○
0022,小浜店,1202,"国分中部㈱第二支社 福井支店",082824,2026-05-08,2026-05-09,143074,◎サッポロ　黒ラベル　３５０ｍｌ,4901880851392,24,0,192,8,0,○
0071,特販課,1202,"国分中部㈱第二支社 福井支店",082826,2026-05-08,2026-05-09,142654,　サッポロ　生ビール　ナナマル３５０ｍｌ（新）,4901880211462,24,0,96,8,0,○
0091,華むすびの蔵センター,1202,"国分中部㈱第二支社 福井支店",082798,2026-04-23,2026-05-09,211242,　カクテス　男のちょい割る強ソーダ３００ｍｌ,4972842330217,24,0,0,4,0,×入荷予定なし
0091,華むすびの蔵センター,1202,"国分中部㈱第二支社 福井支店",082799,2026-04-24,2026-05-09,211798,　博水社ホームハイサワースンチー杏仁檸檬３６０ｍｌ,4976675787774,24,0,0,1,0,×入荷予定なし
0091,華むすびの蔵センター,1202,"国分中部㈱第二支社 福井支店",082800,2026-05-01,2026-05-09,152036,　ハートリーフ　シャルドネ　３Ｌ,4901880891732,4,0,0,2,0,×入荷予定なし
0091,華むすびの蔵センター,1202,"国分中部㈱第二支社 福井支店",082800,2026-05-01,2026-05-09,152001,　ハートリーフ　カベルネシラー　３Ｌ,4901880891725,4,0,0,1,0,×入荷予定なし
0091,華むすびの蔵センター,1202,"国分中部㈱第二支社 福井支店",082800,2026-05-01,2026-05-09,111422,　白雪丹波伝承仕込１．８Ｌ,4901524047082,6,0,0,1,0,×入荷予定なし
0091,華むすびの蔵センター,1202,"国分中部㈱第二支社 福井支店",082801,2026-05-07,2026-05-09,111118,○松竹梅上撰　３００ｍｌ,4904670246651,30,0,0,0,40,×入荷予定なし
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,00000175353,2026-05-08,2026-05-09,211523,　コカコーラ　コカコーラ　缶　２５０ｍｌ,4902102000161,30,8,0,4,0,△2件
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,00000175353,2026-05-08,2026-05-09,214314,　コカコーラ　ジョージア　ボトルコーヒー　無糖９５０ｍｌ,4902102114981,12,0,22,2,0,○
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,00000175353,2026-05-08,2026-05-09,210855,　コカコーラ　いろはす２Ｌ,4902102113625,6,4,0,4,0,○
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,00000175353,2026-05-08,2026-05-09,213193,　コカコーラ　Ｑｏｏ　みかん４２５ｍｌ,4902102150408,24,4,0,4,0,○
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,00000175353,2026-05-08,2026-05-09,,"ｼｭｳｪｯﾌﾟｽﾄﾆｯｸW 250ﾋﾞﾝ",0000049893236,24,0,0,2,0,×商品未登録
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,00000175353,2026-05-08,2026-05-09,214314,　コカコーラ　ジョージア　ボトルコーヒー　無糖９５０ｍｌ,4902102114981,12,0,22,2,0,○
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,00000175354,2026-05-08,2026-05-09,,CDｼﾞﾝｼﾞｬｰｴｰﾙ207RTB,0000002110721,24,0,0,10,0,×商品未登録
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,00000175354,2026-05-08,2026-05-09,,"ｺｶ･ｺ-ﾗ        ﾚｷﾞﾕﾗ-",0000002110738,24,0,0,35,0,×商品未登録
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,00000175354,2026-05-08,2026-05-09,211173,　コカコーラ　カナダドライ　ジンジャーエール５００ｍｌペット,4902102077354,24,2,0,2,0,○
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261006007,2026-05-07,2026-05-09,210094,　コカコーラ　いろはす５４０ｍｌ,4902102148597,24,1,0,1,0,○
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261006007,2026-05-07,2026-05-09,211072,　コカコーラ　カナダドライ　ジンジャーエール瓶２０７ｍｌ,0000002110721,24,20,0,10,0,△2件
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261006007,2026-05-07,2026-05-09,211102,　コカコーラコーラ１６０ｍｌ缶,4902102019187,30,1,0,1,0,○
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261006007,2026-05-07,2026-05-09,211173,　コカコーラ　カナダドライ　ジンジャーエール５００ｍｌペット,4902102077354,24,4,0,2,0,△2件
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261006007,2026-05-07,2026-05-09,211523,　コカコーラ　コカコーラ　缶　２５０ｍｌ,4902102000161,30,8,0,4,0,△2件
0091,華むすびの蔵センター,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261006007,2026-05-07,2026-05-09,213458,　コカコーラ　Ｑｏｏ　みかん９５０ｍｌ,4902102150446,12,1,0,1,0,○
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211669,　コカコーラ　ファンタ　グレープ１．５ＬＰＥＴ,4902102140805,6,1,0,0,0,○
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211210,　コカコーラ　ファンタ　グレープ５００ｍｌペット,4902102076579,24,0,0,0,0,×倉庫/仕入先不一致
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,215021,　コカコーラ煌（ファン）烏龍茶２Ｌ,4902102112079,6,2,0,0,0,△2件
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,4902102150620,24,0,0,0,0,×倉庫/仕入先不一致
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211208,　コカコーラ　コカコーラ５００ｍｌペット,4902102072618,24,0,0,0,0,×倉庫/仕入先不一致
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211050,　コカコーラ　ファンタ　オレンジ１６０ｍｌ,4902102034494,30,0,0,0,0,×倉庫/仕入先不一致
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211672,　コカコーラ　コカコーラ１．５ＬＰＥＴ,4902102141109,6,1,0,0,0,○
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211210,　コカコーラ　ファンタ　グレープ５００ｍｌペット,4902102076579,24,0,0,0,0,×倉庫/仕入先不一致
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,4902102150620,24,0,0,0,0,×倉庫/仕入先不一致
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211211,　コカコーラ　アクエリアス２Ｌ,4902102113724,6,0,0,0,0,×倉庫/仕入先不一致
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,215021,　コカコーラ煌（ファン）烏龍茶２Ｌ,4902102112079,6,2,0,0,0,△2件
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211054,　コカコーラ　ファンタ　グレープ１６０ｍｌ,4902102034517,30,0,0,0,0,×倉庫/仕入先不一致
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211669,　コカコーラ　ファンタ　グレープ１．５ＬＰＥＴ,4902102140805,6,1,0,0,0,○
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211672,　コカコーラ　コカコーラ１．５ＬＰＥＴ,4902102141109,6,1,0,0,0,○
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211054,　コカコーラ　ファンタ　グレープ１６０ｍｌ,4902102034517,30,0,0,0,0,×倉庫/仕入先不一致
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211655,　コカコーラ　カナダドライ　ジンジャーエール１．５Ｌ,4902102139519,6,0,0,0,0,×倉庫/仕入先不一致
0010,敦賀店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007100,2026-05-07,2026-05-09,211054,　コカコーラ　ファンタ　グレープ１６０ｍｌ,4902102034517,30,0,0,0,0,×倉庫/仕入先不一致
0021,江守店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007648,2026-05-07,2026-05-09,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,4902102150620,24,2,0,0,0,△2件
0021,江守店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007648,2026-05-07,2026-05-09,213195,　コカコーラ　Ｑｏｏ　りんご４２５ｍｌ,4902102150620,24,2,0,0,0,△2件
0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007718,2026-05-07,2026-05-09,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,0000002110738,24,2,0,0,0,△2件
0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007718,2026-05-07,2026-05-09,211283,　コカコーラ　カナダドライ　ジンジャーエール１６０ｍｌ缶,4902102058759,30,2,0,0,0,△2件
0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007718,2026-05-07,2026-05-09,211672,　コカコーラ　コカコーラ１．５ＬＰＥＴ,4902102141109,6,2,0,0,0,△2件
0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007718,2026-05-07,2026-05-09,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,0000002110738,24,2,0,0,0,△2件
0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007718,2026-05-07,2026-05-09,211283,　コカコーラ　カナダドライ　ジンジャーエール１６０ｍｌ缶,4902102058759,30,2,0,0,0,△2件
0022,小浜店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007718,2026-05-07,2026-05-09,211672,　コカコーラ　コカコーラ１．５ＬＰＥＴ,4902102141109,6,2,0,0,0,△2件
0004,サンドーム前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007844,2026-05-07,2026-05-09,211655,　コカコーラ　カナダドライ　ジンジャーエール１．５Ｌ,4902102139519,6,2,0,0,0,△2件
0004,サンドーム前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007844,2026-05-07,2026-05-09,213193,　コカコーラ　Ｑｏｏ　みかん４２５ｍｌ,4902102150408,24,2,0,0,0,△2件
0004,サンドーム前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007844,2026-05-07,2026-05-09,215021,　コカコーラ煌（ファン）烏龍茶２Ｌ,4902102112079,6,2,0,0,0,△2件
0004,サンドーム前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007844,2026-05-07,2026-05-09,211655,　コカコーラ　カナダドライ　ジンジャーエール１．５Ｌ,4902102139519,6,2,0,0,0,△2件
0004,サンドーム前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007844,2026-05-07,2026-05-09,213193,　コカコーラ　Ｑｏｏ　みかん４２５ｍｌ,4902102150408,24,2,0,0,0,△2件
0004,サンドーム前店,1017,北陸ｺｶ・ｺｰﾗﾎﾞﾄﾘﾝｸﾞ（株）,20261007844,2026-05-07,2026-05-09,215021,　コカコーラ煌（ファン）烏龍茶２Ｌ,4902102112079,6,2,0,0,0,△2件
0009,ヴィオ店,0011,"カナカン(株)菓子  福井営業所",26051000654,2026-05-07,2026-05-08,244324,　不二家　ポップキャンディー袋２０本,4902555126142,6,2,0,0,12,○
0091,華むすびの蔵センター,0011,"カナカン(株)日配  福井営業所",00133928250,2026-05-07,2026-05-09,641266,　明治乳業それいけアンパンマン３Ｐ　りんご,4902705093935,12,18,0,0,288,○
0091,華むすびの蔵センター,0011,"カナカン(株)日配  福井営業所",20261007012,2026-05-07,2026-05-09,641266,　明治乳業それいけアンパンマン３Ｐ　りんご,4902705093935,12,18,0,0,216,○
0091,華むすびの蔵センター,0011,カナカン(株)酒類　福井営業所,20261007012,2026-05-07,2026-05-09,0,部部システム０００,0000002106199,1,0,0,0,0,×入荷予定なし
0091,華むすびの蔵センター,0011,"カナカン(株)日配  福井営業所",20261007012,2026-05-07,2026-05-09,210929,　日清ヨーク　十勝　のむヨーグルト９００ｇ,4903009016446,6,1,0,0,6,○
0022,小浜店,0011,カナカン(株)酒類　福井営業所,00134122670,2026-05-04,2026-05-09,216077,　ペリエ　ペリエ　瓶３３０ｍｌ,3179730013196,24,0,0,0,8,×倉庫/仕入先不一致
0091,華むすびの蔵センター,0011,"カナカン(株)食品  福井営業所",00134122680,2026-05-07,2026-05-09,231273,　ヒガシマル　うすくちしょうゆペット　１．８Ｌ,4902475111365,6,2,0,0,8,○
0091,華むすびの蔵センター,0011,カナカン(株)酒類　福井営業所,00134122690,2026-04-27,2026-05-09,231110,　山本醤油　富士菊醤油　濃口（松印）瓶１．８Ｌ,4990793418297,6,0,0,0,6,×入荷予定なし
0091,華むすびの蔵センター,0011,"カナカン(株)食品  福井営業所",00134122700,2026-04-28,2026-05-09,216077,　ペリエ　ペリエ　瓶３３０ｍｌ,3179730013196,24,12,0,0,40,△3件
0091,華むすびの蔵センター,0011,カナカン(株)酒類　福井営業所,00134122710,2026-04-28,2026-05-09,211726,　ローヤル　さわやかラムネ　ブルーハワイ２５０ｍｌ,4964436000231,30,0,0,0,30,×入荷予定なし
0091,華むすびの蔵センター,0011,カナカン(株)酒類　福井営業所,00134122720,2026-05-04,2026-05-09,210659,　モンスター　ウルトラピーチーキーン３５５ｍｌ,4897036694466,24,0,0,0,24,×入荷予定なし
0091,華むすびの蔵センター,0011,カナカン(株)酒類　福井営業所,00134122730,2026-05-07,2026-05-09,210659,　モンスター　ウルトラピーチーキーン３５５ｍｌ,4897036694466,24,0,0,0,48,×入荷予定なし
0009,ヴィオ店,0011,カナカン(株)酒類　福井営業所,00134128250,2026-05-08,2026-05-09,242490,　ニッスイ　ＳＡＮＭＡ　さんまみそ煮１５０ｇ,4902150133194,24,0,0,0,24,×入荷予定なし
0021,江守店,0011,カナカン(株)酒類　福井営業所,00134128260,2026-05-08,2026-05-09,211264,　ウィルキンソン　タンサン５００ｍｌＰＥＴ,4514603325812,24,0,0,0,144,×倉庫/仕入先不一致
0071,特販課,0011,"カナカン(株)食品  福井営業所",00134128270,2026-05-08,2026-05-09,211289,　ローヤル　さわやかメロン５００ｍｌ,4964436000149,24,2,0,0,72,○
0003,坂井店,0011,"カナカン(株)食品  福井営業所",26051000762,2026-05-07,2026-05-09,212103,　ハウスウコンの力１００ｍｌ,4530503700016,30,4,0,0,0,△4件
0003,坂井店,0011,"カナカン(株)食品  福井営業所",26051000762,2026-05-07,2026-05-09,100012,Ｊ－オイルミルズ　味の素　ユーロオリーブエコボトル,4902590157507,10,1,0,0,0,○
0009,ヴィオ店,0011,"カナカン(株)食品  福井営業所",26051000874,2026-05-07,2026-05-09,211083,　ウィルキンソン　トニック５００ｍｌＰＥＴ,4514603449211,24,3,0,0,24,△3件
0009,ヴィオ店,0011,"カナカン(株)食品  福井営業所",26051000874,2026-05-07,2026-05-09,211264,　ウィルキンソン　タンサン５００ｍｌＰＥＴ,4514603325812,24,6,0,0,48,△3件
0009,ヴィオ店,0011,"カナカン(株)食品  福井営業所",26051000874,2026-05-07,2026-05-09,213033,　サントリー　なっちゃん　オレンジ４２５ｍｌペット,4901777301078,24,3,0,0,24,△3件
0009,ヴィオ店,0011,"カナカン(株)食品  福井営業所",26051000874,2026-05-07,2026-05-09,100012,Ｊ－オイルミルズ　味の素　ユーロオリーブエコボトル,4902590157507,10,1,0,0,0,○
0071,特販課,0011,"カナカン(株)菓子  福井営業所",20261006045,2026-05-07,2026-05-07,322703,　五月ヶ瀬メイシャローズ２０枚,4981175030527,10,0,10,0,5,△2件
0004,サンドーム前店,0011,"カナカン(株)菓子  福井営業所",20261006442,2026-05-06,2026-05-07,284200,　ＭＤ　大地のブルーチーズナッツミックス６４ｇ,4977856205940,12,2,0,0,12,△2件
0004,サンドーム前店,0011,"カナカン(株)菓子  福井営業所",20261006442,2026-05-06,2026-05-07,284200,　ＭＤ　大地のブルーチーズナッツミックス６４ｇ,4977856205940,12,2,0,0,0,△2件
0004,サンドーム前店,0011,"カナカン(株)菓子  福井営業所",20261006442,2026-05-06,2026-05-07,284200,　ＭＤ　大地のブルーチーズナッツミックス６４ｇ,4977856205940,12,2,0,0,12,△2件
0001,本店,0011,"カナカン(株)菓子  福井営業所",20261006569,2026-05-06,2026-05-07,249478,　ＭＤ　塩そら豆　スタンドパック１５０ｇ,4977856209122,12,3,0,0,0,△3件
0003,坂井店,0011,"カナカン(株)菓子  福井営業所",20261006621,2026-05-06,2026-05-07,249474,　ＭＤ　森の黒トリュフ塩ナッツミックス７０ｇ,4977856201829,12,4,0,0,0,△4件
0007,光陽店,0011,"カナカン(株)菓子  福井営業所",20261006701,2026-05-06,2026-05-07,249590,　天狗　天狗の横綱あられ６５ｇ,4901970002161,12,3,0,0,0,△3件
0003,坂井店,0011,"カナカン(株)菓子  福井営業所",26051000071,2026-05-07,2026-05-07,249474,　ＭＤ　森の黒トリュフ塩ナッツミックス７０ｇ,4977856201829,12,4,0,0,0,△4件
0003,坂井店,0011,"カナカン(株)菓子  福井営業所",26051000071,2026-05-07,2026-05-07,249474,　ＭＤ　森の黒トリュフ塩ナッツミックス７０ｇ,4977856201829,12,4,0,0,0,△4件
0003,坂井店,0011,"カナカン(株)菓子  福井営業所",26051000071,2026-05-07,2026-05-07,249474,　ＭＤ　森の黒トリュフ塩ナッツミックス７０ｇ,4977856201829,12,4,0,0,0,△4件
0003,坂井店,0011,"カナカン(株)菓子  福井営業所",26051000071,2026-05-07,2026-05-07,249474,　ＭＤ　森の黒トリュフ塩ナッツミックス７０ｇ,4977856201829,12,4,0,0,0,△4件
0001,本店,0011,"カナカン(株)菓子  福井営業所",26051000171,2026-05-07,2026-05-07,249478,　ＭＤ　塩そら豆　スタンドパック１５０ｇ,4977856209122,12,3,0,0,0,△3件
0001,本店,0011,"カナカン(株)菓子  福井営業所",26051000171,2026-05-07,2026-05-07,249478,　ＭＤ　塩そら豆　スタンドパック１５０ｇ,4977856209122,12,3,0,0,0,△3件
0001,本店,0011,"カナカン(株)菓子  福井営業所",26051000171,2026-05-07,2026-05-07,249478,　ＭＤ　塩そら豆　スタンドパック１５０ｇ,4977856209122,12,3,0,0,0,△3件
0007,光陽店,0011,"カナカン(株)菓子  福井営業所",26051000238,2026-05-07,2026-05-07,249590,　天狗　天狗の横綱あられ６５ｇ,4901970002161,12,3,0,0,12,△3件
0007,光陽店,0011,"カナカン(株)菓子  福井営業所",26051000238,2026-05-07,2026-05-07,249590,　天狗　天狗の横綱あられ６５ｇ,4901970002161,12,3,0,0,12,△3件
0007,光陽店,0011,"カナカン(株)菓子  福井営業所",26051000238,2026-05-07,2026-05-07,249590,　天狗　天狗の横綱あられ６５ｇ,4901970002161,12,3,0,0,12,△3件
0008,プラザ店,0011,カナカン(株)酒類　福井営業所,00133955510,2026-05-07,2026-05-09,284651,　フリトレー　ドリトス　アボカド＆チーズ味５５ｇ,4902443526948,12,0,0,0,12,×入荷予定なし
