item_code,mysql_item_id,mysql_item_name,parent_current_quantity,parent_available_quantity,oracle_shelves,oracle_stock_shelves,mysql_default_shelves,mysql_nonzero_lot_shelves,mysql_all_shelves,issue
151054,151054,　白山ワイン　山麓　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151055,151055,　メルシャン　ボンルージュ（赤）新　７２０,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151056,151056,○サントリー　彩食健美　赤６００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151072,151072,　メルシャン美味しい酸化防止剤無添加白ワイン　厳選素材　７２０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151106,151106,　勝沼醸造　甲州　穂坂　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151115,151115,　ＪＡ三方五湖　梅ワイン（ロゼ）　５００ｍｌ,18,18,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151152,151152,　機山　スパークリング　トラディッショナル　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151153,151153,　ＪＡ三方五湖　梅ワイン（白）　５００ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151165,151165,　白山　霧晴　７５０ｍｌ,18,18,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151217,151217,　メルシャン　甘熟ぶどうのおいしいワイン　白　５００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151230,151230,　アルプス　信州りんご　フルーツワイン　５００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151231,151231,　白山ワイナリー　梅ワイン　５００ｍｌ,8,8,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151245,151245,　メルシャン　ビストロ　ペットボトル　赤　１．５Ｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151257,151257,　メルシャン　ビストロ　ボックス　白　パック　１．８Ｌ,5,5,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151258,151258,　メルシャン　ビストロ　ボックス　赤パック　１．８Ｌ,16,16,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151268,151268,　白山ワイン　梅スパークリング　７５０ｍｌ,12,12,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151307,151307,　アルプス　酸化防止剤無添加信州コンコード　７２０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151343,151343,　サントリー　酸化防止剤無添加ワイン　濃い白　７２０ｍｌ　,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151350,151350,　白山ワイナリー　Ｄｓｔｙｌｅ　７２０ｍｌ,13,13,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151361,151361,　能登ワイン　ヤマソーヴィニヨン　７２０ｍｌ,12,12,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
151370,151370,　能登ワイン　ヤマソービニヨン　３６０ｍｌ,12,12,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
151382,151382,　白山ワイン　ｄａｎｄａｎ　ロゼ　３６０ｍｌ,18,18,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151397,151397,　白山アンドソル　ヤマソーヴィニヨン　７５０ｍｌ,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151446,151446,　白山ワイン　シェルピンク　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151489,151489,　サントリー　デリカメゾン　白　パック　１．８Ｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151490,151490,　サントリー　　デリカメゾン　赤　パック　１．８Ｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151542,151542,　サントリーフロムファーム　甲州　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151543,151543,　サントリーフロムファーム　マスカットベーリーＡ赤　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151607,151607,　能登ワイン　アッサンブラージュロゼ　３６０ｍｌ,-5,-5,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151658,151658,　ココファーム　農民ロッソ　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151659,151659,　ココファーム　農民ドライ　７５０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151672,151672,　白山やまぶどうワイン　梅スパーク　３７５ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151673,151673,　あわここペティヤン　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
151683,151683,　マンズエコノミー　赤　紙パック　１．８Ｌ,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
151688,151688,　マンズワイン　酵母の泡　甲州　３６０ｍｌ,11,11,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
152070,152070,　フォッシ　ロッソ　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152107,152107,×ジャンジャン　ジュナール　カベルネソーヴィニヨン７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152113,152113,　ル　デュモン　ボージョレヌーヴォー　ＶＶ　７５０ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
152145,152145,　ＬＬ　シモネ　フェブル　シャブリ７５０ｍｌ,3,3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
152175,152175,　アンリ　フェッシ　ボージョレ　ヌーヴォー　３７５ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
152225,152225,　ヴァインインフレイム　ピノノワール　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
152380,152380,×カルベ　メドック　赤　３７５ｍｌ,16,16,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152407,152407,　イルプーモ　ネグロアマーロ　７５０ｍｌ,0,0,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
152419,152419,×シルヴィオ　シャルドネ　７５０ｍｌ,0,0,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
152435,152435,　フォルタン　カベルネソービニヨン　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152491,152491,　ミレジム　ソービニヨンブラン　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152512,152512,　レニャー　シャブリ　サンピエール　７５０ｍｌ,12,12,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152514,152514,　シャトーデマラドレ　ボージョレヴィラージュヌーヴォー　７５０ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
152567,152567,　ＬＬシャブリ　プルミエ　クリュ７５０ｍｌ,5,5,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152633,152633,　シーラーメドック　プライベートリザーヴ３７５ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
152670,152670,　ベンド　シャルドネ　７５０ｍｌ,18,18,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152714,152714,　ＬＬ　ジュヴレ　シャンベルタン　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152738,152738,　サンタヘレナ　アルパカ　ソービニヨンブラン　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152794,152794,　ＪＰシェネ　ボージョレヌーヴォー　パック　１８７ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
152805,152805,　エリックパルドン　ボージョレヌーヴォー　７５０ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
152836,152836,　アリウェン　レセルヴァ　カベルネソービニヨン　７５０ｍｌ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
152842,152842,　ブレッド＆バター　ピノノワール　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
152852,152852,　ドンナマルツィア　マルヴァージアビアンカ　７５０ｍｌ,0,0,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
152876,152876,　ウィリアムフェーブル　シャブリ　３７５ｍｌ,11,11,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152914,152914,×ボッラ　ヴァルポリチェッラクラシコ　７５０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152918,152918,　シャルドネ　アンデスコレクション　７５０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
152949,152949,　チリンギート　コベ　シャルドネ　７５０ｍｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
152951,152951,　チリンギート　コベ　カベルネ　７５０ｍｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
153029,153029,　サントリー　赤玉スイート　白　５５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
153105,153105,　ナーリーヘッド　ダブルブラック　カベルネ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
153194,153194,　ドルーアン　ピュリニーモンラッシェ　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
153336,153336,　フォルタン　カベルネソービニヨン　１８７ｍｌ,58,58,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
153430,153430,　ムラダル　ティント　７５０ｍｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
153485,153485,　ボデガス・サン・ヴィヴェール　コンパイ　サングリア　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
153490,153490,　シャトー　パラディ　カスイユ　ブラン　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
153498,153498,　フォルタン　シャルドネ　１８７ｍｌ,45,45,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
153545,153545,　フェーブル　シャブリ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
153561,153561,　イエローテイル　メルロ　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
153569,153569,　マジ　ユヌ　テール　コート　デュ　ローヌ　ルージュ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
153595,153595,×サンタヘレナ　シグロ　カベルネソービニヨン　３７５ｍｌ,15,15,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
153606,153606,　ヴィアヘロ　赤　３Ｌ,5,5,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
153614,153614,　フローリオ　モルシ　ディ　ルーチェ　５００ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
153656,153656,　レゾルムドカンブラス　カベルネ　７５０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
153673,153673,　ジェイコブス　ダブルバレル　シラーズ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
153716,153716,　ヴィアヘロ　白　３Ｌ,6,6,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
153744,153744,　デロー　レゼルヴ　赤　７５０ｍｌ,12,12,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
153747,153747,　オーパスワン　’２２　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
153755,153755,　バローネ　コルナッキア　トレッビアーノダブルッツォ　７５０ｍｌ,3,3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
153798,153798,　シャトー　トゥール　サンヴァンサン　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
153883,153883,　ミシオネス　カベルネソービニヨン　７５０ｍｌ,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
153893,153893,　アリウェン　レセルヴァ　ピノノワール　７５０ｍｌ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
153894,153894,　アリウェン　レセルヴァ　シャルドネ　７５０ｍｌ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
153954,153954,　シャプティエ　リュベロン　ラシボワーズ　ルージュ　７５０ｍｌ,6,6,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
153958,153958,　シャプティエ　リュベロン　ラシボワーズ　ブラン　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
153967,153967,　ミラヴァル　ロゼ　７５０ｍｌ,5,5,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
154009,154009,　チンザノ　ロッソ　７５０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
154010,154010,　チンザノ　ドライ　７５０ｍｌ,6,6,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
154016,154016,　チンザノ　ロッソ　１Ｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
154037,154037,×チンザノ　ドライ　１Ｌ,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
154077,154077,　アンブレッド　ビアンコ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
154078,154078,　アンブレッド　ロッソ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
154095,154095,　サンマルツァーノ　ティモ　ヴェルメンティーノ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
154096,154096,　シャトー　レゾルム　ソルベ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
154098,154098,　セレニータ　マカベオ　ブリザード　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
154099,154099,　ナッククール　ヴィーノ　ブランコ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
154101,154101,　オーカ　シャルドネ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
154145,154145,　モンメイラック　白　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
154146,154146,　ムラダル　ブランコ　７５０ｍｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
154150,154150,　エゴット　トレッビアーノ　シャルドネ　３Ｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
154154,154154,　エゴット　メルロサンジョベーゼ　３Ｌ,4,4,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
154179,154179,×デュモル　シャルドネ　ハイランド　ディヴァイド７５０ｍｌ,3,3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
154180,154180,×クロ　アンリ　プティ　クロ　ソービニヨン　ブラン７５０ｍｌ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
154413,154413,　プリュレロック　ニュイサンジョルジュ　クロデコルヴェ　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
154464,154464,　ブシャールＰ＆Ｆ　ピュリニーモンラッシェ　シャンガン　７５０ｍｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
154466,154466,　オーパスワン　’２２　７５０ｍｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
154495,154495,　ＬＬ　ボーヌ　ヴィーニュフランシュ　７５０ｍｌ,5,5,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
154524,154524,　ＬＬ　ピュリニーモンラッシェ　ルフェール　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
154528,154528,　シャトーデロージュ　ボージョレヴィラージュヌーヴォーＶＶ　７５０ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
154599,154599,　テール　デトワール　キュヴェ　ギョタク　７５０ｍｌ,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
154611,154611,　ブシャール　ペール　エ　フィス　シャンベルタン　クロ　ド　ベーズ　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
154633,154633,　デュブッフ　ボージョレ　ヌーヴォー　３７５ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
154749,154749,　ドメーヌ　フランソワ　ヴィラール　ヴィオニエ　７５０ｍｌ,14,14,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
154895,154895,　フィリップ　ル　アルディ　サン　トーバン　ブラン　７５０ｍｌ,6,6,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155005,155005,　ロジャーグラート　カヴァ　グランキュヴェ　７５０ｍｌ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
155030,155030,　ロジャーグラート　カヴァ　ドゥミセック　７５０ｍｌ,5,5,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155083,155083,　ニコラ　フィアット　パルムドール　ブリュット　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155110,155110,　マルティーニ　アスティ　７５０ｍｌ,10,10,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155142,155142,　ペリエジュエ　ベルエポック　ブランドブラン　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155166,155166,　サントリー　ポンパドール　ライチ　７５０ｍｌ,17,17,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155187,155187,　エンジェルシャンパン　ブリュットロゼ　ホワイト　,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155209,155209,　バーロワイヤル　グリーンアップル　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155249,155249,　ソウメイ　ブルー　ブリュットナチュール　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
155253,155253,　ラシャス　ポワレフレッシュ　７５０ｍｌ,21,21,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155254,155254,　ローランペリエ　グランシエクル　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155271,155271,　サントリーポンパドール　マスカット３７５ｍｌ,9,9,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155343,155343,×ヴーヴクリコ　ポンサルダン　ホワイトラベル　ドゥミセック７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155346,155346,　サントリー　ポンパドール　ストロベリー　７５０ｍｌ,12,12,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155348,155348,×マム　グランコルドン　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155359,155359,　パルムドール　ゴールドＥＤ　７５０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155400,155400,　ロータリ　タレン　ブリュット　ロゼ　７５０ｍｌ,3,3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
155406,155406,　アンジュエール　白　７５０ｍｌ,18,18,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155408,155408,　アルマンド　ブリニャック　ロゼ　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155411,155411,　アンジュエール　ロゼ　７５０ｍｌ,13,13,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155423,155423,　デコルディ　ランブルスコ　ロッソ７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
155434,155434,　マム　グラン　コルドン　ロゼ７５０ｍｌ,10,10,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155441,155441,　ポンパドール　チェリー　７５０ｍｌ,6,6,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155455,155455,×ネブリナ　スパークリング　７５０ｍｌ,12,12,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155473,155473,　レミーパニエ　ブーケドール　ロゼ　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155492,155492,　パルムドール　ロゼ　インテンス　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155499,155499,　ニコラフィアット　ヴィンテージ　ブランドブラン　７５０ｍｌ,9,9,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155503,155503,　ニコラフィアット　エクスクルーシブ　ブリュット　３７５ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155510,155510,　ニコラフィアット　エクスクルーシブ　ブリュットロゼ　７５０ｍｌ,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155546,155546,　クローヴァーヒル　ピレネーズ　７５０ｍｌ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
155569,155569,　ニコラ　フィアット　ロゼ　ファースト　ブルーム　オブ　サクラ　７５０ｍｌ,12,12,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155571,155571,　マルティーニ　ブリュット　３７５ｍｌ,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155582,155582,　サロン　ブランドブラン　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155586,155586,　ベルエポック　’１６　７５０ｍｌ,11,11,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155591,155591,　テタンジェ　コントドシャンパーニュ　ブランドブラン　１．５Ｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155600,155600,　テタンジェ　ノクターン　白　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155611,155611,　ペリエジュエ　ベルエポック　フロレサンス　７５０ｍｌ,6,6,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155621,155621,　ランソン　ホワイトラベル　セック　７５０ｍｌ,10,10,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155650,155650,　ボッテガ　ゴールド７５０ｍｌ,10,10,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155661,155661,　グランクルタージュ　グランキュヴェ　ブランドブラン　７５０ｍｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
155694,155694,　アンジュエール　ブリュット　７５０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155718,155718,　アルマンド　ブリニャック　ゴールド　箱無し　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155743,155743,　ヴーヴ　デュ　ヴェルネ　ロゼ７５０ｍｌ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
155762,155762,　サンテロ　モスカートスプマンテ　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
155764,155764,　ボランジェ　ＰＮＶＺ　７５０ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155770,155770,　バルディビエソ　リミテッド　ブリュット　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
155783,155783,　メゾンマム　ＲＳＲＶ　ブランドブラン　２０１５　７５０ｍｌ,8,8,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155786,155786,　ニコラフィアット　グラフィックアイス　ロゼ　７５０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155802,155802,　ソウメイ　プラチナ　箱入　７５０ｍｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
155803,155803,　ルイナール　ブランドブラン　３７５ｍｌ,72,72,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
155850,155850,　アンリオ　リナタンデュ　箱入　７５０ｍｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
155893,155893,　マム　アイスエクストラ　７５０ｍｌ,5,5,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
155965,155965,　エンジェルシャンパン　ブリュットブラック　７５０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156043,156043,　エリックパルドン　ボージョレヴィラージュ　ヌーヴォー　３７５ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
156104,156104,　モンダヴィ　ウッドブリッジ　シャルドネ　７５０ｍｌ,6,6,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
156122,156122,　フォルタン　シャルドネ　７５０ｍｌ,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156375,156375,　ドンナマルツィア　シャルドネ　オーク樽熟成　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
156420,156420,　テールセクレット　マコンヴィラージュヌーヴォー　７５０ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
156478,156478,×タクン　レゼルヴァ　シャルドネ　７５０ｍｌ,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156498,156498,　ドルーアン　マコンヴィラージュ　７５０ｍｌ,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156589,156589,　タリー　シャルドネ　サンルイス　オビスポコースト　７５０ｍｌ,3,3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
156631,156631,×カリテラ　レゼルヴァ　シャルドネ　７５０ｍｌ,20,20,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156634,156634,　ジャンドロレール　ボージョレヌーヴォー　７５０ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
156639,156639,　シャプティエ　コートデュローヌ　ルージュ　ペルルーシュ　７５０ｍｌ,12,12,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
156643,156643,　シャプティエ　コートデュローヌ　ブラン　ペルルーシュ　７５０ｍｌ,21,21,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
156663,156663,　ＬＬ　シャブリ　ラ　シャンフルーフ　３７５ｍｌ,10,10,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156677,156677,　ルロワ　ボージョレヴィラージュ　プリムール　７５０ｍｌ,,,YBN000,,YBN00000,,YBN00000,mysql_default_not_in_oracle
156685,156685,×ヴィーニャドリア　赤　７５０ｍｌ,6,6,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
156693,156693,　ヴィーニャドリア　白　７５０ｍｌ,6,6,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
156716,156716,　シャトーポールマス　クロ　デ　ミュール　７５０ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
156748,156748,×コニェット　ミュスカデセーヴルエメーヌ　７５０ｍｌ,7,7,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156758,156758,　フランソワラベ　ピノノワール　７５０ｍｌ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156763,156763,×カリテラ　レセルヴァ　シャルドネ　３７５ｍｌ,20,20,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156865,156865,　ラデラ　ヴェルデ　レッド　１．５Ｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
156876,156876,　コセチャ　カベルネソービニヨン　７５０ｍｌ,120,120,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
156889,156889,　アルベールビショー　ブルゴーニュシャルドネ　ＶＶ　７５０ｍｌ,12,12,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
156899,156899,　コセチャ　メルロ　７５０ｍｌ,120,120,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
